oid,mjd,mag,magerr,catflags,filtercode,ra,dec
550215300018350,58280.4785764,20.3638268,0.150061965,0,zr,359.9130021,21.4856729
550215300018350,58283.4649653,20.0903778,0.127654135,0,zr,359.912913,21.4856654
550215300018350,58286.4685532,20.3638172,0.15006122,0,zr,359.9129297,21.4855259
550215300018350,58289.4662037,20.1725063,0.134323999,0,zr,359.9129173,21.4857264
550215300018350,58292.479294,20.2883186,0.143853232,0,zr,359.9129427,21.4857066
550215300018350,58299.4191898,20.3168411,0.146203622,0,zr,359.9129407,21.4857714
550215300018350,58305.433831,20.401722,0.153151467,0,zr,359.9129159,21.4856052
550215300018350,58310.4415394,20.1860161,0.135430455,0,zr,359.9130098,21.4857225
550215300018350,58316.4614583,20.4160633,0.154313028,0,zr,359.912931,21.4856876
550215300018350,58319.446956,20.4031334,0.153265983,0,zr,359.9129368,21.4856935
550215300018350,58322.4132407,20.3499947,0.148928747,0,zr,359.9128785,21.4856891
550215300018350,58334.4306366,20.2983742,0.144682139,0,zr,359.912959,21.4856949
550215300018350,58334.431088,20.6306763,0.170900822,0,zr,359.912887,21.4856522
550215300018350,58334.4403588,20.440876,0.156310469,0,zr,359.9129482,21.4857272
550215300018350,58337.3374884,20.3555183,0.149381474,0,zr,359.9129124,21.4856724
550215300018350,58343.371412,20.2805748,0.143214643,0,zr,359.9129613,21.4857243
550215300018350,58346.4135185,20.3716354,0.150700569,0,zr,359.912933,21.4856732
550215300018350,58349.3379167,20.2245388,0.13859573,0,zr,359.9129508,21.4857044
550215300018350,58352.4651968,20.5029335,0.1612252,0,zr,359.9129549,21.4856913
550215300018350,58355.3589699,19.8727379,0.110728629,32768,zr,359.9128505,21.4857263
550215300018350,58355.4748495,20.3014851,0.144938588,0,zr,359.9129932,21.4857469
550215300018350,58361.35125,20.395401,0.152637869,0,zr,359.912815,21.4856983
550215300018350,58364.3248843,20.163868,0.133617446,0,zr,359.9129601,21.4857489
550215300018350,58367.3710417,20.2381058,0.139712989,0,zr,359.9129473,21.4856798
550215300018350,58368.3070602,20.2259369,0.138710737,0,zr,359.9130295,21.4856628
550215300018350,58369.3896528,20.3810825,0.151472002,0,zr,359.9130108,21.4856507
550215300018350,58370.4053472,20.2202263,0.13824077,0,zr,359.9129433,21.4856999
550215300018350,58371.3244213,20.2225227,0.138429716,0,zr,359.9129487,21.4856956
550215300018350,58372.3442593,20.4151363,0.15423806,0,zr,359.9130253,21.4856741
550215300018350,58373.3076273,20.2982483,0.144671917,0,zr,359.9129633,21.48574
550215300018350,58374.3514352,20.3018608,0.144969612,0,zr,359.9130307,21.485664
550215300018350,58376.3612963,20.2655296,0.141973704,0,zr,359.9129523,21.4856995
550215300018350,58379.3883333,20.2373428,0.139650121,0,zr,359.9129449,21.485659
550215300018350,58382.3488079,20.0821457,0.126992375,0,zr,359.9129576,21.4856466
550215300018350,58385.2544907,20.2541733,0.141037285,0,zr,359.9129856,21.4858018
550215300018350,58388.2753241,20.2998886,0.144807115,0,zr,359.9130247,21.4857378
550215300018350,58397.2865741,20.2920952,0.144164622,0,zr,359.9129655,21.4857032
550215300018350,58425.2286227,20.2056255,0.137040094,32768,zr,359.9129448,21.485677
550215300018350,58428.2458333,20.350647,0.148982123,0,zr,359.9129479,21.4857053
550215300018350,58434.1869907,20.5044231,0.161337972,0,zr,359.9128425,21.4856483
550215300018350,58475.1446991,20.592247,0.167990088,0,zr,359.9129078,21.4856516
550215300018350,58486.0998843,20.4907761,0.160268456,0,zr,359.9129531,21.4856633
550215300018350,58491.1039583,20.1623402,0.133492783,0,zr,359.9127005,21.4857476
550215300018350,58650.4379051,20.1565304,0.13301833,0,zr,359.9129595,21.4856416
550215300018350,58657.4373148,20.3567257,0.149480522,0,zr,359.9129899,21.4856954
550215300018350,58665.4544792,20.3629494,0.149990171,0,zr,359.9129974,21.4857007
550215300018350,58674.478831,20.3265724,0.14700456,0,zr,359.9129826,21.4856985
550215300018350,58677.4856713,20.527626,0.163095474,0,zr,359.9130434,21.4857406
550215300018350,58683.4575579,20.2436638,0.140170947,0,zr,359.9129509,21.4856343
550215300018350,58688.4360069,20.508049,0.16161263,0,zr,359.9130121,21.4856618
550215300018350,58691.4208681,20.5389366,0.163952112,0,zr,359.912989,21.4856861
550215300018350,58694.4020486,20.6169987,0.169864893,0,zr,359.9129135,21.4856939
550215300018350,58695.4948264,20.6265965,0.170591831,0,zr,359.9129364,21.4856617
550215300018350,58697.4366551,20.5430336,0.164262533,0,zr,359.9129427,21.4857546
550215300018350,58700.4022222,20.5244751,0.162856817,0,zr,359.9129709,21.4857427
550215300018350,58703.4227546,20.630909,0.170918465,0,zr,359.9130267,21.4857033
550215300018350,58706.3993866,20.5046959,0.161358595,0,zr,359.9129599,21.4856917
550215300018350,58716.3802199,20.4265842,0.155162051,0,zr,359.9128553,21.4856844
550215300018350,58717.4640278,20.4047165,0.153394401,0,zr,359.9131381,21.4856938
550215300018350,58721.4452083,20.4077492,0.153640211,32768,zr,359.9129463,21.4857064
550215300018350,58723.3908681,20.4751129,0.159035757,0,zr,359.9129935,21.4856915
550215300018350,58724.3770718,20.6103516,0.169361353,0,zr,359.9130238,21.4856844
