oid,mjd,mag,magerr,catflags,filtercode,ra,dec
578202400009710,58214.3247801,17.9960365,0.0317832902,32768,zr,203.3727612,15.7639623
578202400009710,58217.2834954,17.9931145,0.0317232125,0,zr,203.3727135,15.7639345
578202400009710,58217.3195833,18.0239067,0.0323643833,0,zr,203.3727057,15.7639253
578202400009710,58218.3267245,17.9827232,0.0315108187,0,zr,203.3727466,15.7639287
578202400009710,58219.3190625,17.9383202,0.0306254253,0,zr,203.3728661,15.7639964
578202400009710,58221.2592477,18.016304,0.0322044082,32768,zr,203.3725716,15.7641263
578202400009710,58222.2608796,17.9904518,0.0316685885,0,zr,203.372744,15.7638759
578202400009710,58224.2999537,18.0279789,0.0324505195,0,zr,203.3727358,15.7639479
578202400009710,58224.3226157,18.043581,0.0327834524,0,zr,203.3728458,15.7639349
578202400009710,58226.2421991,18.0386047,0.0326767676,0,zr,203.372713,15.7639195
578202400009710,58227.2693056,17.9951439,0.0317649134,0,zr,203.3727627,15.7639509
578202400009710,58230.2535648,18.0185585,0.0322517492,0,zr,203.3726982,15.7639116
578202400009710,58231.2725,17.9694138,0.031241674,0,zr,203.3727742,15.7639338
578202400009710,58242.2729861,17.9818363,0.0314927846,0,zr,203.3727169,15.7639365
578202400009710,58248.2521759,17.9420223,0.0306978785,0,zr,203.3728122,15.7639514
578202400009710,58255.2319676,17.9077854,0.0300369523,0,zr,203.3726935,15.7639662
578202400009710,58267.3102083,17.9329662,0.030521065,0,zr,203.3727149,15.7639304
578202400009710,58267.3111574,17.8942165,0.0297806766,0,zr,203.3727328,15.7639299
578202400009710,58271.1888773,17.9077682,0.0300366357,0,zr,203.3727627,15.7639405
578202400009710,58271.1897917,17.8840313,0.0295903813,0,zr,203.3727625,15.7639471
578202400009710,58272.1676157,17.9059067,0.0300012771,0,zr,203.372715,15.7639368
578202400009710,58274.1933449,17.9361572,0.0305831879,0,zr,203.3727282,15.7639335
578202400009710,58277.2472685,17.9042816,0.0299704745,0,zr,203.3727188,15.7639297
578202400009710,58280.2074537,17.8943195,0.0297826044,0,zr,203.3727406,15.7639284
578202400009710,58283.2112384,17.8624802,0.0291935466,0,zr,203.3727206,15.7639247
578202400009710,58286.2809491,17.9013977,0.0299159177,0,zr,203.37271,15.7639464
578202400009710,58289.2165972,17.8388405,0.0287671648,0,zr,203.3728078,15.7639782
578202400009710,58298.2547917,17.8532143,0.0290253162,0,zr,203.3727207,15.7639142
578202400009710,58301.1751389,17.8167953,0.0283778254,0,zr,203.3727271,15.7639049
578202400009710,58304.1782407,17.8323402,0.0286515374,0,zr,203.3727251,15.7639318
578202400009710,58307.1738657,17.8836555,0.029583402,0,zr,203.3727394,15.7639458
578202400009710,58324.1650116,17.9020615,0.0299284682,0,zr,203.3727081,15.7639069
578202400009710,58336.196875,17.9466858,0.0307895057,0,zr,203.3727288,15.7639494
