oid,mjd,mag,magerr,catflags,filtercode,ra,dec
722314100005916,58227.3919792,19.5111504,0.114484847,0,zi,245.5280748,43.7768541
722314100005916,58232.34125,19.5937805,0.120603144,0,zi,245.5281844,43.7768692
722314100005916,58249.327037,19.5101089,0.11440824,32768,zi,245.5280162,43.7769365
722314100005916,58254.3870023,19.4714966,0.111576572,0,zi,245.5281224,43.7768812
722314100005916,58263.3381366,19.5854359,0.119982921,0,zi,245.5281298,43.7768926
722314100005916,58267.2472685,19.5325966,0.116066627,0,zi,245.5280974,43.7768672
722314100005916,58272.3617477,19.5800877,0.119585544,0,zi,245.5281027,43.776809
722314100005916,58277.2973611,19.4615517,0.110851094,0,zi,245.5281371,43.776869
722314100005916,58281.2989583,19.3288136,0.101359263,0,zi,245.5280943,43.7768701
722314100005916,58285.4756134,19.6340694,0.123600334,0,zi,245.5281232,43.7767729
722314100005916,58289.3543056,19.4972973,0.113466308,0,zi,245.5281282,43.7768592
722314100005916,58302.1807176,19.0960999,0.0858725607,32768,zi,245.5281348,43.7769701
722314100005916,58312.1859375,19.3122253,0.100202501,0,zi,245.5281785,43.7768525
722314100005916,58320.2453704,19.4752388,0.111850083,0,zi,245.5281038,43.7768611
722314100005916,58325.3078472,19.3153419,0.100419246,0,zi,245.5281924,43.7768351
722314100005916,58331.3230093,19.440752,0.109339297,0,zi,245.528097,43.77691
722314100005916,58336.1615972,19.4247227,0.108179808,0,zi,245.5281201,43.7768762
722314100005916,58340.1579745,19.5417118,0.11674045,0,zi,245.5281625,43.7768246
722314100005916,58344.3238426,19.5629158,0.118311018,0,zi,245.5282446,43.7768419
722314100005916,58348.1815278,19.3366814,0.101910457,0,zi,245.5280903,43.7769067
722314100005916,58362.2803588,19.5349789,0.116242647,0,zi,245.5281141,43.7768824
722314100005916,58366.283588,19.2585526,0.096511282,0,zi,245.5281804,43.7769553
722314100005916,58379.1408796,19.6711159,0.126355141,0,zi,245.5282958,43.7769116
722314100005916,58547.4537153,19.4207687,0.10789454,0,zi,245.5281462,43.7768599
722314100005916,58556.5296065,19.3369312,0.101928025,0,zi,245.5281384,43.7769062
722314100005916,58561.4560417,19.6675091,0.126087248,0,zi,245.5281559,43.7768905
722314100005916,58568.4707755,19.5131721,0.114633709,0,zi,245.5280745,43.7768234
722314100005916,58586.5117477,19.4518433,0.110144466,0,zi,245.5281024,43.7768891
722314100005916,58596.3712731,19.4860592,0.112641901,0,zi,245.5281056,43.7768805
722314100005916,58605.4693403,19.5915794,0.12043947,0,zi,245.5281716,43.776874
722314100005916,58612.4923495,19.3872814,0.105491996,0,zi,245.528118,43.776896
722314100005916,58616.3501042,19.3962593,0.106133714,0,zi,245.5280113,43.7769005
722314100005916,58627.4392477,19.1904907,0.0919521004,0,zi,245.5281588,43.7768594
722314100005916,58633.2788889,19.3769646,0.10475675,0,zi,245.5281505,43.7768866
722314100005916,58637.2816319,19.3555984,0.103242144,0,zi,245.5282106,43.7768556
722314100005916,58641.2637963,19.3513584,0.102942869,0,zi,245.5281119,43.7768452
722314100005916,58645.2590856,19.5571861,0.117886275,0,zi,245.5281663,43.7768847
722314100005916,58649.3209722,19.4433823,0.109529987,0,zi,245.5280664,43.7768475
722314100005916,58657.1830208,19.5681419,0.118698701,0,zi,245.5281465,43.7768725
722314100005916,58661.1833218,19.6082878,0.121681996,0,zi,245.5280651,43.7768991
722314100005916,58665.1830787,19.2896461,0.098639816,0,zi,245.5281551,43.7768084
722314100005916,58669.3066667,19.4524536,0.110188842,0,zi,245.5281781,43.776861
722314100005916,58674.1756829,19.4158669,0.107541353,0,zi,245.5282216,43.7768843
722314100005916,58678.1710069,19.4312019,0.108647875,0,zi,245.5281897,43.7768697
722314100005916,58691.3491435,19.4462547,0.109738484,0,zi,245.5281228,43.7768616
