oid,mjd,mag,magerr,catflags,filtercode,ra,dec
820103200005084,58202.284919,20.3994751,0.158222914,0,zg,190.4886564,59.9244923
820103200005084,58202.2973611,20.0177784,0.121987261,0,zg,190.4884402,59.9245331
820103200005084,58202.3006829,20.059763,0.125616282,0,zg,190.4882729,59.924491
820103200005084,58202.3256597,20.1215229,0.131119952,0,zg,190.4884847,59.9245615
820103200005084,58202.3265741,20.098381,0.129034564,0,zg,190.488632,59.9245496
820103200005084,58202.3383333,20.1268196,0.131600946,0,zg,190.4885371,59.9245367
820103200005084,58203.3642477,20.1851597,0.13699463,0,zg,190.4886337,59.9246119
820103200005084,58204.3571181,20.2437782,0.142585278,0,zg,190.4887616,59.9246839
820103200005084,58205.2637037,19.7979622,0.104475588,0,zg,190.488615,59.9245211
820103200005084,58205.2647106,20.2444515,0.142650604,0,zg,190.4885414,59.9244835
820103200005084,58205.2854398,19.9047031,0.112668209,0,zg,190.4886467,59.9245814
820103200005084,58205.2933333,20.1138954,0.130429447,0,zg,190.4886436,59.9245355
820103200005084,58205.3300347,20.0505772,0.124814466,0,zg,190.4882213,59.9245395
820103200005084,58206.2326389,20.2468357,0.142881647,0,zg,190.4883911,59.9245498
820103200005084,58206.259213,20.2916489,0.147274867,0,zg,190.4884497,59.9244341
820103200005084,58206.2712269,20.0377007,0.123697855,0,zg,190.4884164,59.9245527
820103200005084,58206.2940856,20.1620369,0.134836197,0,zg,190.4885369,59.9245766
820103200005084,58206.3147569,20.1875725,0.137221426,0,zg,190.4885683,59.9244225
820103200005084,58206.3366319,20.3040123,0.148503482,0,zg,190.4882812,59.9245771
820103200005084,58207.3311574,19.8988571,0.112204388,0,zg,190.4886067,59.9245141
820103200005084,58210.2951389,20.0082264,0.121174484,0,zg,190.4886837,59.9245602
820103200005084,58210.3148958,20.0858078,0.127913311,0,zg,190.4885969,59.9244877
820103200005084,58223.3168866,20.3486595,0.152999252,0,zg,190.4885523,59.9245296
820103200005084,58227.3066435,20.3044109,0.148543164,0,zg,190.4887481,59.9245981
820103200005084,58227.3084954,20.2410793,0.142324165,0,zg,190.4885535,59.9245612
820103200005084,58227.3175116,20.1164093,0.130656779,0,zg,190.4885097,59.9244889
820103200005084,58229.2690278,20.2625427,0.14441058,0,zg,190.4886669,59.9246177
820103200005084,58229.278287,20.2663193,0.144779921,0,zg,190.4883939,59.9245426
820103200005084,58229.3102315,20.291954,0.147305131,0,zg,190.4889105,59.9245822
820103200005084,58230.3251505,20.0776997,0.127194405,0,zg,190.4882224,59.9245912
820103200005084,58230.3260764,20.0955753,0.128783584,0,zg,190.4885567,59.9244602
820103200005084,58230.3455324,20.3258419,0.150690243,0,zg,190.4886739,59.9245024
820103200005084,58232.2595602,20.116169,0.130634993,0,zg,190.4885059,59.9244858
820103200005084,58233.2408333,19.9643517,0.11750152,0,zg,190.4886273,59.9245927
820103200005084,58234.2551042,20.0308266,0.12310534,0,zg,190.4884631,59.9245465
820103200005084,58235.1790278,20.2401371,0.142233148,0,zg,190.4882695,59.9245059
820103200005084,58236.1822338,20.053339,0.125054985,0,zg,190.4884988,59.9244363
820103200005084,58236.222419,20.0598106,0.12562044,0,zg,190.4883471,59.9245798
820103200005084,58237.2397569,19.5758648,0.0892478004,0,zg,190.48856,59.924562
820103200005084,58242.2136574,20.2750511,0.145636484,0,zg,190.4887182,59.9246067
820103200005084,58242.2145718,20.422884,0.1606659,0,zg,190.4883311,59.9246096
820103200005084,58242.2159838,20.3643589,0.154601052,0,zg,190.4884836,59.9244737
820103200005084,58242.2498264,20.1414642,0.132938772,0,zg,190.488659,59.9245793
820103200005084,58243.2012037,20.1270733,0.131624162,0,zg,190.4885839,59.9245578
820103200005084,58243.2170602,20.2236347,0.140644968,0,zg,190.4883653,59.9245858
820103200005084,58243.2179745,20.3230381,0.150408149,0,zg,190.488657,59.9245895
820103200005084,58243.247963,20.4200268,0.160366401,0,zg,190.4885613,59.9245169
820103200005084,58244.2005903,20.130537,0.131939426,0,zg,190.4884837,59.9245274
