oid,mjd,mag,magerr,catflags,filtercode,ra,dec
416112100013766,58227.1688889,20.2404881,0.144476831,0,zg,140.1291766,-1.548127
416112100013766,58231.1903472,20.5451469,0.171739459,0,zg,140.1291218,-1.5479453
416112100013766,58244.1929514,20.698431,0.184121966,0,zg,140.1290662,-1.5480153
416112100013766,58247.1708796,20.5951004,0.175774693,0,zg,140.1290354,-1.5481193
416112100013766,58255.1710764,20.365284,0.155829847,0,zg,140.1291083,-1.5481521
416112100013766,58426.4811111,20.4490166,0.163493812,0,zg,140.1289947,-1.5480572
416112100013766,58427.5225231,20.3223629,0.151905701,0,zg,140.1292263,-1.5480436
416112100013766,58427.5234375,20.3022499,0.150072247,0,zg,140.1290527,-1.5479541
416112100013766,58429.4768519,20.2931461,0.149243981,0,zg,140.1290109,-1.5480859
416112100013766,58430.5405208,20.3041134,0.150242001,0,zg,140.1290943,-1.5480977
416112100013766,58430.5414815,20.3821449,0.157373935,0,zg,140.1291004,-1.548124
416112100013766,58432.461331,20.2875614,0.148736268,0,zg,140.1289997,-1.5480782
416112100013766,58434.5025694,20.1711998,0.138286576,0,zg,140.128885,-1.5480078
416112100013766,58437.5016898,20.6368942,0.179150939,0,zg,140.1290176,-1.5480798
416112100013766,58437.502662,20.2384605,0.144294322,0,zg,140.1291391,-1.5481418
416112100013766,58438.5004167,20.3431473,0.153804541,0,zg,140.1291383,-1.5480629
416112100013766,58439.497419,20.2348003,0.143964931,0,zg,140.1291137,-1.5481452
416112100013766,58440.4759375,20.4047508,0.15944463,32768,zg,140.1290808,-1.5481076
416112100013766,58441.4843056,20.3994236,0.158956796,0,zg,140.1290774,-1.5480167
416112100013766,58442.4840625,20.3864727,0.157770529,0,zg,140.1291515,-1.5481404
416112100013766,58443.5213194,20.557951,0.172773719,0,zg,140.1290386,-1.5480329
416112100013766,58443.5222338,20.5042877,0.168438792,0,zg,140.1290648,-1.5481007
416112100013766,58468.4411574,20.4521179,0.163777024,0,zg,140.1291579,-1.5481626
416112100013766,58472.4982639,20.6243496,0.178137541,0,zg,140.1290572,-1.5480285
416112100013766,58487.4437384,20.1046486,0.132454023,0,zg,140.1291005,-1.5482541
416112100013766,58491.4320949,20.3147869,0.151214495,0,zg,140.1292272,-1.548191
