oid,mjd,mag,magerr,catflags,filtercode,ra,dec
416212100015529,58218.1924537,20.2419949,0.142445475,0,zr,140.1290768,-1.5480466
416212100015529,58218.2231829,20.6572857,0.17712152,0,zr,140.1291644,-1.5480762
416212100015529,58227.1660995,20.5394859,0.167806983,0,zr,140.1290597,-1.5481141
416212100015529,58244.1545255,20.2611084,0.144110635,0,zr,140.1291412,-1.5480896
416212100015529,58247.2156597,20.6371155,0.175526619,0,zr,140.1289813,-1.5482686
416212100015529,58426.540162,20.5917721,0.17194128,0,zr,140.1289204,-1.5480792
416212100015529,58427.4807986,20.1741066,0.136560276,0,zr,140.1290169,-1.5480852
416212100015529,58427.481713,20.2594299,0.14396432,0,zr,140.1289702,-1.5481162
416212100015529,58429.5394907,20.4392452,0.159580454,0,zr,140.1291346,-1.5480798
416212100015529,58430.4989236,20.3067722,0.148094788,0,zr,140.1290789,-1.548136
416212100015529,58430.4998264,20.3634739,0.153036386,0,zr,140.1290821,-1.5480836
416212100015529,58431.5241319,20.0089703,0.122600764,0,zr,140.1291395,-1.547926
416212100015529,58440.5219097,20.6163292,0.17388308,0,zr,140.1291155,-1.5481244
416212100015529,58440.5413773,20.300581,0.147554398,0,zr,140.1291181,-1.5480591
416212100015529,58441.5392593,20.4749622,0.162619859,0,zr,140.1291256,-1.5481069
416212100015529,58442.5253819,20.2493687,0.14308764,0,zr,140.1291413,-1.5480737
416212100015529,58447.477963,20.5877743,0.171625257,0,zr,140.1290447,-1.5480388
416212100015529,58447.5191319,20.0066338,0.122408181,0,zr,140.1292596,-1.5481467
416212100015529,58448.5402315,20.1907177,0.13799493,0,zr,140.129141,-1.5481933
416212100015529,58468.5010995,20.3927155,0.155573547,0,zr,140.1290914,-1.5480973
416212100015529,58472.44125,20.1525307,0.134703219,0,zr,140.1291506,-1.5481425
416212100015529,58480.4206713,20.2432976,0.142559022,0,zr,140.1291318,-1.54808
416212100015529,58481.4834028,20.4242325,0.158292621,0,zr,140.1290379,-1.548133
416212100015529,58487.4212616,20.2428207,0.142517522,0,zr,140.1290627,-1.5480497
416212100015529,58503.4268634,19.8372326,0.108912133,0,zr,140.1291405,-1.5480491
416212100015529,58503.4432986,19.8436565,0.109405868,0,zr,140.1290988,-1.5481523
416212100015529,58513.4121412,20.3196545,0.149218842,0,zr,140.129066,-1.5481131
416212100015529,58523.2113889,20.3456135,0.151482046,0,zr,140.1290878,-1.5481149
416212100015529,58523.2543519,20.4408531,0.159717977,0,zr,140.1291069,-1.5480789
416212100015529,58523.2572222,20.487318,0.163661778,0,zr,140.1290775,-1.5481062
416212100015529,58523.2601042,20.3468666,0.151591286,0,zr,140.1290984,-1.5480683
416212100015529,58523.2658681,20.6037121,0.172885418,0,zr,140.1290769,-1.5480796
416212100015529,58523.26875,20.5704765,0.170257449,0,zr,140.1290932,-1.5480722
416212100015529,58523.2716319,20.2752686,0.145345479,0,zr,140.129119,-1.5480829
416212100015529,58523.2745255,20.4221363,0.158112407,0,zr,140.129088,-1.5480631
416212100015529,58523.277419,20.4080582,0.156899542,0,zr,140.1290549,-1.5481101
416212100015529,58523.2803125,20.341053,0.151084691,0,zr,140.1291383,-1.548101
416212100015529,58523.283206,20.2935658,0.146942228,0,zr,140.1291216,-1.5481415
416212100015529,58523.2861111,20.3262596,0.149794936,0,zr,140.1290673,-1.548134
416212100015529,58523.2890162,20.4617462,0.161499709,0,zr,140.1291102,-1.548081
416212100015529,58523.2919213,20.4647274,0.161752775,0,zr,140.1290799,-1.5480726
416212100015529,58523.2948264,20.5378399,0.167676926,0,zr,140.1290439,-1.5480769
416212100015529,58523.2977431,20.2942982,0.147006109,0,zr,140.1290757,-1.5481385
416212100015529,58523.3006597,20.403677,0.15652144,0,zr,140.1290656,-1.548127
416212100015529,58523.3064931,20.3144188,0.148762017,0,zr,140.1290839,-1.5481018
416212100015529,58523.3136574,20.2516022,0.143282235,0,zr,140.129109,-1.5480554
416212100015529,58523.3165625,20.5142441,0.165811181,0,zr,140.1290553,-1.548136
416212100015529,58523.3223958,20.0677109,0.127492085,0,zr,140.1290521,-1.5480765
416212100015529,58523.3253356,20.3174648,0.149027884,0,zr,140.1291002,-1.5481362
416212100015529,58523.3282755,20.4292488,0.158723474,0,zr,140.129017,-1.5480694
416212100015529,58523.3312269,20.1903095,0.137959659,0,zr,140.1291971,-1.5480376
416212100015529,58523.3342708,20.5164089,0.165982366,0,zr,140.1291869,-1.5481376
416212100015529,58523.337338,20.3702831,0.153628156,0,zr,140.1291845,-1.5481177
416212100015529,58523.3403704,20.1831608,0.137341663,0,zr,140.1290429,-1.5480906
416212100015529,58523.3433796,20.3662052,0.15327391,0,zr,140.1290414,-1.5480858
416212100015529,58523.3463773,20.317543,0.149034545,0,zr,140.1290795,-1.5480819
416212100015529,58523.3493634,20.5390968,0.167776227,0,zr,140.1290744,-1.5481423
416212100015529,58523.352338,20.5454159,0.168275952,0,zr,140.1290871,-1.5480836
416212100015529,58523.3553241,20.5134773,0.165750504,0,zr,140.1290374,-1.5480717
416212100015529,58523.3612847,20.3933048,0.155624539,0,zr,140.1291092,-1.5481174
416212100015529,58523.3672106,20.2963028,0.147181094,0,zr,140.1291431,-1.5480282
416212100015529,58523.3731134,20.3639908,0.153081357,0,zr,140.1290954,-1.5480904
416212100015529,58523.3760648,20.2617912,0.144170076,0,zr,140.1291165,-1.5480078
