time_hours flux conf
108.947 1077.8444824 105.33519
109.862 1079.9533691 105.1669
110.778 1081.9841309 104.88062
111.693 1084.0112305 104.394646
112.609 1085.894043 103.56134
113.525 1087.7773438 102.14487
114.44 1087.4494629 100.08856
115.356 1077.5854492 98.82169
116.271 1067.3757324 97.23029
117.187 1056.2999268 95.22836
118.102 1044.8605957 92.754
119.018 1033.4216309 89.70796
119.933 1017.4311523 84.640816
120.849 1052.4777832 102.92297
121.764 1053.567627 102.29038
122.68 1029.4440918 98.26738
123.595 1020.9981689 91.15867
124.511 1033.456665 84.99786
125.426 1037.8306885 86.291084
126.342 1024.6888428 98.52407
127.257 1016.2556152 101.74095
128.173 1014.7584229 101.61543
129.088 1013.7033691 101.46724
130.004 1013.796814 101.262985
130.919 1013.8902588 101.04867
131.835 1013.9834595 100.82382
132.75 1014.0769043 100.58795
133.666 1014.1702881 100.34048
134.581 1014.2636719 100.08086
135.497 1014.3571777 99.80855
136.413 1014.6477051 99.48014
137.328 1015.1483154 99.07854
138.244 1015.6489258 98.65091
139.159 1016.1495361 98.19553
140.075 1016.6501465 97.71071
140.99 1017.1507568 97.19467
141.906 1017.6513672 96.64537
142.821 1018.1520996 96.060844
143.737 1018.65271 95.43884
144.652 1019.1533203 94.77716
145.568 1019.6540527 94.07331
146.483 1020.154541 93.32486
147.399 1020.6551514 92.52889
148.314 1021.1557617 91.68293
149.23 1021.6564941 90.783875
150.145 1022.1571045 89.828415
151.061 1022.6576538 88.81351
151.976 1023.1582642 87.73561
152.892 1023.6589355 86.59131
153.807 1024.1595459 85.37669
154.723 1024.6602783 84.08791
155.638 1025.1607666 82.72082
156.554 1025.661377 81.27122
157.469 1026.1621094 79.73482
158.385 1026.6625977 78.1068
159.301 1027.1633301 76.382545
160.216 1027.6639404 74.557076
161.132 1028.1645508 72.62538
162.047 1028.6651611 70.582245
162.963 1029.1657715 68.42203
163.878 1029.6665039 66.13982
164.794 1030.1671143 63.729153
165.709 1030.6676025 61.185177
166.625 1031.1682129 58.501522
167.54 1034.317627 51.57452
168.456 1040.3063965 38.686996
169.371 1045.1938477 26.40461
170.287 1049.1644287 15.438911
171.202 1053.1350098 3.259964
172.118 1057.0897217 10.124054
173.033 1056.1481934 45.496178
173.949 1047.9603271 89.02232
174.864 1035.8905029 86.205956
175.78 1024.4190674 65.73669
176.695 1007.7734985 13.923721
177.611 1004.6248779 12.34343
178.526 1001.4761353 10.7404785
179.442 998.3273926 9.115608
180.358 995.1786499 7.468254
181.273 992.0298462 5.798584
182.189 988.8812256 4.106041
183.104 985.7324219 2.39048
184.02 982.5837402 0.6529465
184.935 979.4351196 1.1089554
185.851 976.2861938 2.893196
186.766 973.1375122 4.700569
187.682 969.9888916 6.5329285
188.597 966.84021 8.3871
189.513 963.6914062 10.2669525
190.428 960.5428467 12.168739
191.344 957.4503784 11.20961
192.259 954.8165894 11.059814
193.175 952.1826782 29.75766
194.09 949.5488892 45.22742
195.006 946.914978 57.860497
195.921 944.2811279 68.060425
196.837 942.1412964 76.37126
197.752 940.258667 82.99356
198.668 938.3762207 88.170425
199.583 936.659668 90.31363
200.499 936.3098755 90.87852
201.414 939.9603271 90.42389
202.33 943.6105957 89.955826
203.245 947.2609253 89.47388
204.161 950.9112549 88.97755
205.077 954.5617065 88.46642
205.992 958.2119141 87.94012
206.908 961.8621826 87.39827
207.823 965.5124512 86.84057
208.739 969.1629639 86.26626
209.654 972.8131104 85.675156
210.57 976.463562 85.06683
211.485 980.1138916 84.44043
212.401 983.7642212 83.796104
213.316 987.4146118 83.13307
214.232 991.0648193 82.450806
215.147 994.71521 81.74874
216.063 998.3657227 81.02603
216.978 1002.4243164 78.499054
217.894 1009.9868164 66.100204
218.809 1030.7382812 57.45645
219.725 1053.7523193 58.33136
220.64 1071.4853516 70.993904
221.556 1084.4650879 83.691284
222.471 1097.4449463 91.86554
223.387 1107.6352539 96.22766
224.302 1108.9866943 97.08064
225.218 1110.3380127 97.85709
226.134 1104.6868896 96.19417
227.049 1097.1341553 93.251976
227.965 1089.9158936 89.551445
228.88 1083.0466309 84.964935
229.796 1076.1776123 79.13855
230.711 1069.3085938 71.78108
231.627 1062.4393311 62.557858
232.542 1055.5703125 51.09827
233.458 1048.7011719 37.005875
234.373 1041.8321533 19.891228
235.289 1034.9630127 0.61382294
236.204 1028.0938721 24.80626
237.12 1021.2248535 52.8873
238.035 1014.3557739 84.934845
238.951 1007.4865723 120.893845
239.866 1000.4060059 154.44138
240.782 988.1986084 58.190994
241.697 975.9908447 10.126701
242.613 963.78302 53.32598
243.528 951.5755005 78.1754
244.444 939.3676758 91.57157
245.359 927.1600342 98.5195
246.275 914.9523926 102.04698
247.19 902.7446289 103.8179
