time_hours flux conf
76.471 2743.4807129 72.10593
77.35 2715.7104492 115.15523
78.229 2683.8676758 129.28925
79.108 2641.8095703 143.76378
79.987 2591.0561523 156.96793
80.866 2570.9758301 141.36955
81.745 2557.6674805 108.13223
82.624 2544.359375 56.185562
83.503 2531.0510254 21.444443
84.382 2517.7431641 130.90652
85.261 2504.4348145 275.2025
86.14 2491.1269531 452.7987
87.019 2477.8186035 658.35376
87.898 2464.5102539 884.93384
88.777 2451.2023926 126.0284
89.656 2437.894043 376.5745
90.535 2424.5861816 633.0284
91.414 2411.277832 893.085
92.293 2397.9697266 155.3105
93.172 2384.6616211 418.8213
94.051 2398.4157715 518.1777
94.93 2414.75 590.9503
95.809 2431.0844727 4.851715
96.688 2447.4191895 162.82968
97.567 2467.8718262 188.57774
98.446 2448.7990723 191.64334
99.325 2408.7919922 192.06854
100.204 2413.0644531 191.8171
101.083 2473.3652344 188.95663
101.962 2555.6762695 157.08205
102.841 2661.7324219 71.40935
103.72 2813.3684082 177.13133
104.599 2840.7236328 191.07367
105.478 2839.7397461 190.66678
106.357 2838.7553711 190.1668
107.236 2837.4291992 189.55495
108.115 2832.9812012 188.83221
108.994 2828.5334473 187.95148
109.873 2824.0852051 186.87874
110.752 2819.6384277 185.57248
111.631 2815.2219238 183.98058
112.51 2810.8051758 182.04411
113.389 2806.3884277 179.69017
114.268 2801.9716797 176.83138
115.147 2797.5551758 173.3635
116.026 2793.1386719 169.16231
116.905 2788.722168 164.08095
117.784 2784.3051758 157.94722
118.663 2779.5844727 150.90631
119.542 2777.9287109 143.97649
120.421 2784.6247559 163.42691
121.3 2805.0515137 184.80478
122.179 2774.0212402 189.8788
123.058 2720.8303223 189.69272
123.937 2718.1254883 175.15952
124.815 2737.5749512 121.11313
125.694 2730.1850586 67.20324
126.573 2725.4382324 17.554337
127.452 2725.0820312 17.352692
128.331 2724.7260742 17.148941
129.21 2724.3701172 16.946335
130.089 2724.0141602 16.743423
130.968 2723.657959 16.539978
131.847 2723.3017578 16.33693
132.726 2722.9458008 16.132706
133.605 2722.5898438 15.928497
134.484 2722.2338867 15.725204
135.363 2721.8774414 15.521164
136.242 2721.5214844 15.316147
137.121 2721.1655273 15.112045
138.0 2720.809082 14.908066
138.879 2720.4460449 14.696335
139.758 2720.0825195 14.483582
140.637 2719.71875 14.272369
141.516 2719.3552246 14.059982
142.395 2718.9914551 13.847748
143.274 2718.6276855 13.635345
144.153 2718.2641602 13.422165
145.032 2717.9003906 13.209854
145.911 2717.5368652 12.996201
146.79 2717.1730957 12.783051
147.669 2716.8095703 12.568756
148.548 2716.4460449 12.355408
149.427 2716.0822754 12.141708
150.306 2715.71875 11.926193
151.185 2715.3552246 11.712006
152.064 2714.9916992 11.497253
152.943 2714.6279297 11.282333
153.822 2714.2641602 11.067444
154.701 2713.9006348 10.852051
155.58 2713.5368652 10.637009
156.459 2713.1733398 10.4214325
157.338 2712.8095703 10.204971
158.217 2712.4458008 9.988678
159.096 2712.0822754 9.772079
159.975 2711.7189941 9.555222
160.854 2711.3552246 9.33873
161.733 2710.9916992 9.121506
162.612 2710.6279297 8.904282
163.491 2710.2644043 8.686798
164.37 2709.9003906 8.469345
165.249 2709.5368652 8.25145
166.128 2709.1733398 8.034149
167.007 2708.8098145 7.8149414
167.886 2709.2954102 29.511642
168.765 2709.7460938 54.752274
169.644 2710.1970215 76.53668
170.523 2710.6474609 95.21536
171.402 2711.0983887 111.13534
172.281 2709.5083008 129.42749
173.16 2713.3569336 136.43315
174.038 2724.5571289 139.65231
174.917 2687.0515137 184.28207
175.796 2655.6262207 191.00977
176.675 2631.5317383 192.24898
177.554 2618.767334 192.52444
178.433 2624.454834 192.45734
179.312 2630.6252441 192.36612
180.191 2636.7963867 192.2536
181.07 2642.9672852 192.1147
181.949 2649.1381836 191.94328
182.828 2655.3088379 191.73175
183.707 2661.4799805 191.47076
184.586 2667.6508789 191.14877
185.465 2673.8215332 190.75159
186.344 2679.9921875 190.26169
187.223 2686.1635742 189.65758
188.102 2692.3344727 188.91281
188.981 2698.5048828 187.99503
189.86 2704.6757812 186.86435
190.739 2710.8466797 185.47214
191.618 2689.3000488 103.840546
192.497 2651.9165039 29.138718
193.376 2611.8161621 42.04541
194.255 2571.715332 54.070663
195.134 2531.6154785 65.25483
196.013 2495.7563477 79.46608
196.892 2536.8125 137.79355
197.771 2577.8686523 166.91872
198.65 2594.1928711 179.73586
199.529 2570.1940918 185.2517
200.408 2558.401123 187.07271
201.287 2565.0883789 186.20268
202.166 2571.7756348 185.2027
203.045 2578.4628906 184.05345
203.924 2585.1494141 182.73318
204.803 2591.8369141 181.2169
205.682 2598.5239258 179.47638
206.561 2605.2109375 177.47949
207.44 2611.8984375 175.18935
208.319 2618.5852051 172.56488
209.198 2625.2727051 169.55922
210.077 2631.9597168 166.12027
210.956 2638.6467285 162.18852
211.835 2645.3342285 157.69862
212.714 2652.0209961 152.57755
213.593 2658.708252 146.7439
214.472 2665.3952637 140.10913
215.351 2672.0825195 132.57529
216.23 2678.7697754 124.03787
217.109 2675.9719238 129.95032
217.988 2666.3515625 145.3628
218.867 2693.3666992 117.12104
219.746 2733.5187988 -90.70389
220.625 2754.0073242 158.33952
221.504 2818.7976074 181.26244
222.383 2861.4990234 185.37148
223.261 2883.2556152 185.91164
224.14 2877.4255371 184.942
225.019 2865.2155762 183.8739
225.898 2853.0053711 182.66313
226.777 2840.7949219 181.2909
227.656 2828.5852051 179.73608
228.535 2816.375 177.9751
229.414 2804.1647949 175.98166
230.293 2791.9541016 173.72583
231.172 2779.7443848 171.17503
232.051 2767.5334473 168.29219
232.93 2755.3237305 165.03632
233.809 2743.1135254 161.36223
234.688 2730.9033203 157.22
235.567 2718.6921387 152.55463
236.446 2706.4821777 147.30539
237.325 2694.2722168 141.40654
238.204 2682.0620117 134.78735
239.083 2670.2844238 127.2123
239.962 2658.8095703 118.595146
240.841 2647.3337402 108.9401
241.72 2635.8591309 98.14423
242.599 2624.3833008 86.10105
243.478 2592.0537109 106.999985
244.357 2555.199707 128.9796
245.236 2518.3457031 145.59741
246.115 2509.3105469 151.3373
246.994 2508.8071289 154.4287
